    Year   Month  Day   Area
    1979     1     5    699.13
    1979     1    10    627.79
    1979     1    15    576.27
    1979     1    20    510.95
    1979     1    25    458.48
    1979     1    31    405.78
    1979     2     5    356.69
    1979     2    10    334.65
    1979     2    15    313.87
    1979     2    20    315.17
    1979     2    25    306.07
    1979     2    28    304.21
    1979     3     5    339.64
    1979     3    10    356.25
    1979     3    15    387.31
    1979     3    20    417.62
    1979     3    25    489.96
    1979     3    31    554.17
    1979     4     5    595.84
    1979     4    10    688.29
    1979     4    15    744.89
    1979     4    20    814.65
    1979     4    25    866.72
    1979     4    30    916.05
    1979     5     5    943.95
    1979     5    10   1020.01
    1979     5    15   1078.14
    1979     5    20   1138.32
    1979     5    25   1173.05
    1979     5    31   1247.36
    1979     6     5   1336.13
    1979     6    10   1369.86
    1979     6    15   1408.86
    1979     6    20   1468.44
    1979     6    25   1554.04
    1979     6    30   1574.39
    1979     7     5   1603.65
    1979     7    10   1632.66
    1979     7    15   1667.95
    1979     7    20   1697.30
    1979     7    25   1717.01
    1979     7    31   1722.97
    1979     8     5   1714.97
    1979     8    10   1740.50
    1979     8    15   1779.33
    1979     8    20   1832.75
    1979     8    25   1847.68
    1979     8    31   1834.66
    1979     9     5   1845.97
    1979     9    10   1846.98
    1979     9    15   1848.14
    1979     9    20   1820.00
    1979     9    25   1832.95
    1979     9    30   1847.52
    1979    10     5   1842.72
    1979    10    10   1832.20
    1979    10    15   1818.62
    1979    10    20   1803.66
    1979    10    25   1764.59
    1979    10    31   1728.00
    1979    11     5   1703.15
    1979    11    10   1649.16
    1979    11    15   1593.10
    1979    11    20   1522.05
    1979    11    25   1448.63
    1979    11    30   1351.26
    1979    12     5   1272.55
    1979    12    10   1117.79
    1979    12    15    999.53
    1979    12    20    806.18
    1979    12    25    703.89
    1979    12    31    638.49
    1980     1     5    577.03
    1980     1    10    529.51
    1980     1    15    480.72
    1980     1    20    458.05
    1980     1    25    405.14
    1980     1    31    372.08
    1980     2     5    346.73
    1980     2    10    316.93
    1980     2    15    297.04
    1980     2    20    284.35
    1980     2    25    276.25
    1980     2    28    276.24
    1980     3     5    299.33
    1980     3    10    316.34
    1980     3    15    331.74
    1980     3    20    338.90
    1980     3    25    367.82
    1980     3    31    428.93
    1980     4     5    450.51
    1980     4    10    497.67
    1980     4    15    523.85
    1980     4    20    588.90
    1980     4    25    638.52
    1980     4    30    704.38
    1980     5     5    754.12
    1980     5    10    834.72
    1980     5    15    882.13
    1980     5    20    946.63
    1980     5    25   1002.36
    1980     5    31   1062.41
    1980     6     5   1128.42
    1980     6    10   1176.86
    1980     6    15   1277.41
    1980     6    20   1330.35
    1980     6    25   1381.82
    1980     6    30   1424.90
    1980     7     5   1475.93
    1980     7    10   1530.31
    1980     7    15   1573.10
    1980     7    20   1600.10
    1980     7    25   1648.99
    1980     7    31   1680.61
    1980     8     5   1727.71
    1980     8    10   1779.14
    1980     8    15   1804.70
    1980     8    20   1828.63
    1980     8    25   1849.19
    1980     8    31   1860.14
    1980     9     5   1882.54
    1980     9    10   1884.02
    1980     9    15   1908.47
    1980     9    20   1916.13
    1980     9    25   1925.74
    1980     9    30   1913.74
    1980    10     5   1908.20
    1980    10    10   1905.22
    1980    10    15   1904.67
    1980    10    20   1883.33
    1980    10    25   1855.77
    1980    10    31   1817.07
    1980    11     5   1782.37
    1980    11    10   1730.87
    1980    11    15   1695.64
    1980    11    20   1604.23
    1980    11    25   1531.98
    1980    11    30   1426.44
    1980    12     5   1347.16
    1980    12    10   1196.16
    1980    12    15   1100.51
    1980    12    20    953.51
    1980    12    25    835.34
    1980    12    31    691.56
    1981     1     5    556.25
    1981     1    10    501.20
    1981     1    15    445.07
    1981     1    20    413.46
    1981     1    25    386.85
    1981     1    31    363.74
    1981     2     5    344.89
    1981     2    10    308.01
    1981     2    15    297.04
    1981     2    20    293.01
    1981     2    25    296.41
    1981     2    28    303.08
    1981     3     5    292.66
    1981     3    10    319.04
    1981     3    15    339.22
    1981     3    20    370.70
    1981     3    25    410.99
    1981     3    31    455.32
    1981     4     5    498.79
    1981     4    10    531.22
    1981     4    15    593.70
    1981     4    20    631.21
    1981     4    25    703.54
    1981     4    30    751.17
    1981     5     5    812.59
    1981     5    10    855.31
    1981     5    15    931.94
    1981     5    20    980.49
    1981     5    25   1063.25
    1981     5    31   1142.81
    1981     6     5   1188.56
    1981     6    10   1236.95
    1981     6    15   1298.09
    1981     6    20   1389.18
    1981     6    25   1427.14
    1981     6    30   1500.42
    1981     7     5   1541.00
    1981     7    10   1576.20
    1981     7    15   1612.70
    1981     7    20   1648.29
    1981     7    25   1695.67
    1981     7    31   1711.49
    1981     8     5   1746.82
    1981     8    10   1768.97
    1981     8    15   1804.65
    1981     8    20   1827.88
    1981     8    25   1819.48
    1981     8    31   1842.18
    1981     9     5   1849.25
    1981     9    10   1868.66
    1981     9    15   1877.59
    1981     9    20   1898.32
    1981     9    25   1897.58
    1981     9    30   1902.88
    1981    10     5   1896.58
    1981    10    10   1889.69
    1981    10    15   1880.34
    1981    10    20   1848.42
    1981    10    25   1816.93
    1981    10    31   1765.87
    1981    11     5   1713.43
    1981    11    10   1692.57
    1981    11    15   1653.49
    1981    11    20   1619.53
    1981    11    25   1548.51
    1981    11    30   1499.39
    1981    12     5   1396.19
    1981    12    10   1306.68
    1981    12    15   1184.10
    1981    12    20   1033.65
    1981    12    25    863.40
    1981    12    31    759.93
    1982     1     5    696.45
    1982     1    10    608.68
    1982     1    15    562.82
    1982     1    20    505.02
    1982     1    25    484.28
    1982     1    31    406.42
    1982     2     5    367.05
    1982     2    10    342.34
    1982     2    15    318.42
    1982     2    20    318.64
    1982     2    25    319.08
    1982     2    28    323.50
    1982     3     5    347.45
    1982     3    10    369.58
    1982     3    15    435.97
    1982     3    20    468.44
    1982     3    25    531.21
    1982     3    31    608.16
    1982     4     5    660.59
    1982     4    10    713.60
    1982     4    15    763.93
    1982     4    20    835.62
    1982     4    25    869.64
    1982     4    30    931.64
    1982     5     5    976.42
    1982     5    10   1045.12
    1982     5    15   1070.89
    1982     5    20   1127.40
    1982     5    25   1162.65
    1982     5    31   1219.51
    1982     6     5   1274.20
    1982     6    10   1313.65
    1982     6    15   1369.40
    1982     6    20   1391.30
    1982     6    25   1434.46
    1982     6    30   1469.72
    1982     7     5   1531.51
    1982     7    10   1550.52
    1982     7    15    -99.99
    1982     7    20   1619.66
    1982     7    25   1682.59
    1982     7    31    -99.99
    1982     8     5   1746.92
    1982     8    10   1780.41
    1982     8    15   1799.45
    1982     8    20   1829.17
    1982     8    25   1831.78
    1982     8    31   1843.47
    1982     9     5   1877.48
    1982     9    10   1864.89
    1982     9    15   1855.77
    1982     9    20   1863.48
    1982     9    25   1858.36
    1982     9    30   1845.12
    1982    10     5   1831.48
    1982    10    10   1829.68
    1982    10    15   1813.94
    1982    10    20   1796.63
    1982    10    25   1779.17
    1982    10    31   1742.18
    1982    11     5   1711.11
    1982    11    10   1674.70
    1982    11    15   1634.19
    1982    11    20   1555.69
    1982    11    25   1480.54
    1982    11    30   1334.21
    1982    12     5   1216.51
    1982    12    10   1076.10
    1982    12    15    974.20
    1982    12    20    834.24
    1982    12    25    768.37
    1982    12    31    690.69
    1983     1     5    604.46
    1983     1    10    555.51
    1983     1    15    486.46
    1983     1    20    454.53
    1983     1    25    415.43
    1983     1    31    390.09
    1983     2     5    369.62
    1983     2    10    340.04
    1983     2    15    333.93
    1983     2    20    324.73
    1983     2    25    314.44
    1983     2    28    325.48
    1983     3     5    350.16
    1983     3    10    373.33
    1983     3    15    397.98
    1983     3    20    450.82
    1983     3    25    478.93
    1983     3    31    516.63
    1983     4     5    572.69
    1983     4    10    614.09
    1983     4    15    662.94
    1983     4    20    703.72
    1983     4    25    757.14
    1983     4    30    807.00
    1983     5     5    867.55
    1983     5    10    908.61
    1983     5    15    969.14
    1983     5    20   1006.32
    1983     5    25   1055.37
    1983     5    31   1107.71
    1983     6     5   1144.73
    1983     6    10   1222.33
    1983     6    15   1264.31
    1983     6    20   1325.18
    1983     6    25   1371.35
    1983     6    30   1429.76
    1983     7     5   1485.79
    1983     7    10   1533.90
    1983     7    15   1559.58
    1983     7    20   1588.04
    1983     7    25   1616.65
    1983     7    31   1662.87
    1983     8     5   1697.06
    1983     8    10   1699.72
    1983     8    15   1731.56
    1983     8    20   1758.82
    1983     8    25   1808.83
    1983     8    31   1835.54
    1983     9     5   1862.23
    1983     9    10   1891.36
    1983     9    15   1899.74
    1983     9    20   1901.79
    1983     9    25   1886.26
    1983     9    30   1867.56
    1983    10     5   1852.99
    1983    10    10   1827.94
    1983    10    15   1828.67
    1983    10    20   1811.82
    1983    10    25   1788.49
    1983    10    31   1774.90
    1983    11     5   1731.35
    1983    11    10   1698.24
    1983    11    15   1652.56
    1983    11    20   1604.28
    1983    11    25   1519.54
    1983    11    30   1457.80
    1983    12     5   1328.01
    1983    12    10   1241.60
    1983    12    15   1097.73
    1983    12    20    992.64
    1983    12    25    857.28
    1983    12    31    749.32
    1984     1     5    697.78
    1984     1    10    592.66
    1984     1    15    541.98
    1984     1    20    428.54
    1984     1    25    379.50
    1984     1    31    344.73
    1984     2     5    326.13
    1984     2    10    304.57
    1984     2    15    289.14
    1984     2    20    283.36
    1984     2    25    282.22
    1984     2    28    282.09
    1984     3     5    317.94
    1984     3    10    348.78
    1984     3    15    369.66
    1984     3    20    406.57
    1984     3    25    434.59
    1984     3    31    473.63
    1984     4     5    554.42
    1984     4    10    597.51
    1984     4    15    654.89
    1984     4    20    701.90
    1984     4    25    779.55
    1984     4    30    816.38
    1984     5     5    878.29
    1984     5    10    917.67
    1984     5    15    980.54
    1984     5    20   1029.38
    1984     5    25   1086.10
    1984     5    31   1150.17
    1984     6     5   1201.83
    1984     6    10   1276.26
    1984     6    15   1325.31
    1984     6    20   1390.55
    1984     6    25   1440.34
    1984     6    30   1528.57
    1984     7     5   1586.24
    1984     7    10   1633.03
    1984     7    15   1661.22
    1984     7    20   1677.87
    1984     7    25   1722.83
    1984     7    31   1751.20
    1984     8     5   1799.28
    1984     8    10   1807.33
    1984     8    15    -99.99
    1984     8    20    -99.99
    1984     8    25   1833.73
    1984     8    31   1841.29
    1984     9     5   1843.47
    1984     9    10   1845.74
    1984     9    15   1862.31
    1984     9    20   1864.29
    1984     9    25   1861.33
    1984     9    30   1826.31
    1984    10     5   1818.60
    1984    10    10   1799.20
    1984    10    15   1789.88
    1984    10    20   1773.02
    1984    10    25   1771.27
    1984    10    31   1766.25
    1984    11     5   1753.98
    1984    11    10   1723.57
    1984    11    15   1673.93
    1984    11    20   1624.81
    1984    11    25   1542.66
    1984    11    30   1464.16
    1984    12     5   1344.53
    1984    12    10   1249.69
    1984    12    15   1113.30
    1984    12    20   1012.43
    1984    12    25    877.81
    1984    12    31    751.54
    1985     1     5    639.40
    1985     1    10    528.04
    1985     1    15    473.00
    1985     1    20    413.26
    1985     1    25    384.66
    1985     1    31    355.16
    1985     2     5    324.29
    1985     2    10    308.19
    1985     2    15    296.61
    1985     2    20    287.75
    1985     2    25    310.49
    1985     2    28    318.42
    1985     3     5    336.33
    1985     3    10    355.96
    1985     3    15    378.28
    1985     3    20    402.34
    1985     3    25    436.54
    1985     3    31    494.14
    1985     4     5    536.02
    1985     4    10    606.38
    1985     4    15    645.58
    1985     4    20    721.91
    1985     4    25    762.61
    1985     4    30    829.32
    1985     5     5    878.64
    1985     5    10    960.45
    1985     5    15   1014.12
    1985     5    20   1090.09
    1985     5    25   1141.74
    1985     5    31   1186.17
    1985     6     5   1253.95
    1985     6    10   1327.98
    1985     6    15   1380.94
    1985     6    20   1414.80
    1985     6    25   1453.53
    1985     6    30   1504.49
    1985     7     5   1554.94
    1985     7    10   1569.96
    1985     7    15   1604.54
    1985     7    20   1612.36
    1985     7    25   1654.78
    1985     7    31   1648.66
    1985     8     5    -99.99
    1985     8    10   1760.40
    1985     8    15   1781.65
    1985     8    20   1823.96
    1985     8    25   1851.81
    1985     8    31   1892.03
    1985     9     5   1910.21
    1985     9    10   1911.42
    1985     9    15   1909.64
    1985     9    20   1900.09
    1985     9    25   1893.31
    1985     9    30   1887.95
    1985    10     5   1892.25
    1985    10    10   1880.68
    1985    10    15   1860.26
    1985    10    20   1846.14
    1985    10    25   1822.74
    1985    10    31   1792.82
    1985    11     5   1765.51
    1985    11    10   1712.33
    1985    11    15   1677.56
    1985    11    20   1623.16
    1985    11    25   1577.65
    1985    11    30   1494.87
    1985    12     5   1422.11
    1985    12    10   1330.49
    1985    12    15   1268.78
    1985    12    20   1075.59
    1985    12    25    988.29
    1985    12    31    850.41
    1986     1     5    769.02
    1986     1    10    665.18
    1986     1    15    550.78
    1986     1    20    509.51
    1986     1    25    452.47
    1986     1    31    400.16
    1986     2     5    383.25
    1986     2    10    354.94
    1986     2    15    345.40
    1986     2    20    334.75
    1986     2    25    327.88
    1986     2    28    327.33
    1986     3     5    326.85
    1986     3    10    338.47
    1986     3    15    363.23
    1986     3    20    417.27
    1986     3    25    450.97
    1986     3    31    -99.99
    1986     4     5    573.31
    1986     4    10    604.07
    1986     4    15    652.89
    1986     4    20    686.05
    1986     4    25    750.94
    1986     4    30    785.23
    1986     5     5    841.85
    1986     5    10    885.39
    1986     5    15    981.04
    1986     5    20   1003.71
    1986     5    25   1077.70
    1986     5    31   1122.17
    1986     6     5   1170.86
    1986     6    10   1235.38
    1986     6    15   1248.73
    1986     6    20   1334.47
    1986     6    25   1375.12
    1986     6    30   1417.24
    1986     7     5   1444.44
    1986     7    10   1484.49
    1986     7    15   1539.61
    1986     7    20   1615.42
    1986     7    25   1642.52
    1986     7    31   1662.10
    1986     8     5   1664.92
    1986     8    10   1670.89
    1986     8    15   1726.14
    1986     8    20   1760.11
    1986     8    25   1770.87
    1986     8    31   1792.60
    1986     9     5   1789.89
    1986     9    10   1794.97
    1986     9    15   1807.03
    1986     9    20   1827.72
    1986     9    25   1802.58
    1986     9    30   1784.05
    1986    10     5   1796.44
    1986    10    10   1782.14
    1986    10    15   1765.68
    1986    10    20   1736.68
    1986    10    25   1716.06
    1986    10    31   1686.15
    1986    11     5   1655.12
    1986    11    10   1626.73
    1986    11    15   1559.09
    1986    11    20   1514.33
    1986    11    25   1402.11
    1986    11    30   1332.95
    1986    12     5    -99.99
    1986    12    10   1094.33
    1986    12    15   1001.43
    1986    12    20    910.76
    1986    12    25    836.61
    1986    12    31    742.62
    1987     1     5    682.69
    1987     1    10    594.04
    1987     1    15    549.46
    1987     1    20    490.03
    1987     1    25    452.13
    1987     1    31    416.24
    1987     2     5    380.08
    1987     2    10    360.07
    1987     2    15    341.92
    1987     2    20    339.08
    1987     2    25    342.02
    1987     2    28    344.11
    1987     3     5    362.80
    1987     3    10    385.14
    1987     3    15    417.74
    1987     3    20    444.78
    1987     3    25    492.03
    1987     3    31    538.32
    1987     4     5    576.19
    1987     4    10    641.03
    1987     4    15    694.19
    1987     4    20    747.40
    1987     4    25    783.05
    1987     4    30    825.84
    1987     5     5    871.25
    1987     5    10    930.27
    1987     5    15    967.67
    1987     5    20   1024.26
    1987     5    25   1061.93
    1987     5    31   1123.72
    1987     6     5   1178.91
    1987     6    10   1219.94
    1987     6    15   1285.50
    1987     6    20   1320.22
    1987     6    25   1400.35
    1987     6    30   1454.64
    1987     7     5   1513.66
    1987     7    10   1541.10
    1987     7    15   1582.89
    1987     7    20   1617.36
    1987     7    25   1669.94
    1987     7    31   1720.31
    1987     8     5   1756.23
    1987     8    10   1787.37
    1987     8    15   1767.38
    1987     8    20   1776.43
    1987     8    25   1837.93
    1987     8    31   1855.83
    1987     9     5   1861.04
    1987     9    10   1896.45
    1987     9    15   1931.69
    1987     9    20   1913.74
    1987     9    25   1895.49
    1987     9    30   1907.92
    1987    10     5   1894.71
    1987    10    10   1838.05
    1987    10    15   1837.88
    1987    10    20   1805.55
    1987    10    25   1789.91
    1987    10    31   1750.75
    1987    11     5   1722.33
    1987    11    10   1667.12
    1987    11    15   1626.99
    1987    11    20   1593.86
    1987    11    25   1522.28
    1987    11    30   1426.51
    1987    12     5    -99.99
    1987    12    10    -99.99
    1987    12    15    -99.99
    1987    12    20    -99.99
    1987    12    25    -99.99
    1987    12    31    -99.99
    1988     1     5    -99.99
    1988     1    10    -99.99
    1988     1    15    471.01
    1988     1    20    434.36
    1988     1    25    389.88
    1988     1    31    355.38
    1988     2     5    332.23
    1988     2    10    319.23
    1988     2    15    312.71
    1988     2    20    310.42
    1988     2    25    291.16
    1988     2    28    303.16
    1988     3     5    356.82
    1988     3    10    395.81
    1988     3    15    439.10
    1988     3    20    471.89
    1988     3    25    498.92
    1988     3    31    527.34
    1988     4     5    559.02
    1988     4    10    599.83
    1988     4    15    660.81
    1988     4    20    713.97
    1988     4    25    754.44
    1988     4    30    812.29
    1988     5     5    864.40
    1988     5    10    925.93
    1988     5    15    988.36
    1988     5    20   1061.95
    1988     5    25   1111.57
    1988     5    31   1191.53
    1988     6     5   1268.75
    1988     6    10   1291.98
    1988     6    15   1342.55
    1988     6    20   1426.02
    1988     6    25   1459.28
    1988     6    30   1502.51
    1988     7     5   1527.48
    1988     7    10   1576.75
    1988     7    15   1642.86
    1988     7    20   1667.43
    1988     7    25   1691.56
    1988     7    31   1753.74
    1988     8     5   1800.94
    1988     8    10   1806.19
    1988     8    15   1826.01
    1988     8    20   1828.06
    1988     8    25   1850.84
    1988     8    31   1842.12
    1988     9     5   1857.79
    1988     9    10   1905.55
    1988     9    15   1927.80
    1988     9    20   1934.77
    1988     9    25   1910.58
    1988     9    30   1925.99
    1988    10     5   1940.70
    1988    10    10   1929.26
    1988    10    15   1911.28
    1988    10    20   1889.99
    1988    10    25   1872.14
    1988    10    31   1832.16
    1988    11     5   1783.17
    1988    11    10   1743.73
    1988    11    15   1706.26
    1988    11    20   1631.40
    1988    11    25   1559.36
    1988    11    30   1495.23
    1988    12     5   1399.71
    1988    12    10   1318.91
    1988    12    15   1219.66
    1988    12    20   1107.97
    1988    12    25   1030.61
    1988    12    31    794.50
    1989     1     5    662.75
    1989     1    10    561.67
    1989     1    15    502.47
    1989     1    20    450.84
    1989     1    25    406.88
    1989     1    31    378.24
    1989     2     5    357.08
    1989     2    10    324.96
    1989     2    15    313.88
    1989     2    20    307.45
    1989     2    25    318.46
    1989     2    28    336.56
    1989     3     5    368.77
    1989     3    10    375.23
    1989     3    15    420.57
    1989     3    20    442.86
    1989     3    25    488.04
    1989     3    31    522.58
    1989     4     5    556.56
    1989     4    10    591.98
    1989     4    15    641.46
    1989     4    20    705.52
    1989     4    25    759.21
    1989     4    30    837.79
    1989     5     5    914.34
    1989     5    10    985.90
    1989     5    15   1053.32
    1989     5    20   1120.80
    1989     5    25   1181.31
    1989     5    31   1244.03
    1989     6     5   1288.87
    1989     6    10   1337.04
    1989     6    15   1395.74
    1989     6    20   1465.52
    1989     6    25   1491.16
    1989     6    30   1537.04
    1989     7     5   1551.96
    1989     7    10   1560.08
    1989     7    15   1597.50
    1989     7    20   1634.97
    1989     7    25   1681.79
    1989     7    31   1719.97
    1989     8     5   1744.88
    1989     8    10   1776.34
    1989     8    15   1806.77
    1989     8    20   1823.73
    1989     8    25   1835.44
    1989     8    31   1868.89
    1989     9     5   1862.48
    1989     9    10   1867.11
    1989     9    15   1862.95
    1989     9    20   1867.68
    1989     9    25   1864.91
    1989     9    30   1844.37
    1989    10     5   1849.72
    1989    10    10   1860.29
    1989    10    15   1860.02
    1989    10    20   1855.78
    1989    10    25   1816.73
    1989    10    31   1756.79
    1989    11     5   1730.06
    1989    11    10   1697.51
    1989    11    15   1654.21
    1989    11    20   1583.51
    1989    11    25   1527.84
    1989    11    30   1439.37
    1989    12     5   1342.15
    1989    12    10   1207.40
    1989    12    15   1065.86
    1989    12    20    908.12
    1989    12    25    815.88
    1989    12    31    727.57
    1990     1     5    659.04
    1990     1    10    593.24
    1990     1    15    531.04
    1990     1    20    449.10
    1990     1    25    407.34
    1990     1    31    369.63
    1990     2     5    350.24
    1990     2    10    334.81
    1990     2    15    315.12
    1990     2    20    305.07
    1990     2    25    308.34
    1990     2    28    317.14
    1990     3     5    335.80
    1990     3    10    368.25
    1990     3    15    409.36
    1990     3    20    455.18
    1990     3    25    506.60
    1990     3    31    571.35
    1990     4     5    629.43
    1990     4    10    666.93
    1990     4    15    718.98
    1990     4    20    766.54
    1990     4    25    836.07
    1990     4    30    873.71
    1990     5     5    895.30
    1990     5    10    938.37
    1990     5    15    991.24
    1990     5    20   1045.04
    1990     5    25   1106.16
    1990     5    31   1175.30
    1990     6     5   1233.77
    1990     6    10   1278.52
    1990     6    15   1345.96
    1990     6    20   1423.03
    1990     6    25   1450.13
    1990     6    30   1476.72
    1990     7     5   1523.29
    1990     7    10   1555.22
    1990     7    15   1595.78
    1990     7    20   1641.65
    1990     7    25   1678.57
    1990     7    31   1725.26
    1990     8     5   1759.89
    1990     8    10   1786.70
    1990     8    15   1803.27
    1990     8    20   1820.88
    1990     8    25   1840.56
    1990     8    31   1863.43
    1990     9     5   1878.91
    1990     9    10   1861.93
    1990     9    15   1860.36
    1990     9    20   1876.68
    1990     9    25   1875.36
    1990     9    30   1887.17
    1990    10     5   1875.36
    1990    10    10   1877.47
    1990    10    15   1861.67
    1990    10    20   1867.02
    1990    10    25   1820.84
    1990    10    31   1773.49
    1990    11     5   1726.10
    1990    11    10   1694.45
    1990    11    15   1637.93
    1990    11    20   1573.36
    1990    11    25   1476.80
    1990    11    30   1374.69
    1990    12     5   1271.68
    1990    12    10   1182.11
    1990    12    15   1074.24
    1990    12    20    965.56
    1990    12    25    -99.99
    1990    12    31    774.43
    1991     1     5    690.86
    1991     1    10    629.01
    1991     1    15    564.96
    1991     1    20    525.85
    1991     1    25    488.79
    1991     1    31    428.55
    1991     2     5    382.73
    1991     2    10    366.85
    1991     2    15    341.78
    1991     2    20    329.59
    1991     2    25    303.57
    1991     2    28    289.71
    1991     3     5    301.10
    1991     3    10    337.00
    1991     3    15    402.49
    1991     3    20    460.15
    1991     3    25    529.37
    1991     3    31    594.96
    1991     4     5    638.31
    1991     4    10    691.45
    1991     4    15    734.37
    1991     4    20    772.13
    1991     4    25    828.29
    1991     4    30    886.81
    1991     5     5    947.64
    1991     5    10   1000.22
    1991     5    15   1065.51
    1991     5    20   1109.50
    1991     5    25   1150.13
    1991     5    31   1211.87
    1991     6     5   1252.58
    1991     6    10   1313.35
    1991     6    15   1359.60
    1991     6    20   1393.82
    1991     6    25   1448.20
    1991     6    30   1473.06
    1991     7     5   1500.13
    1991     7    10   1545.03
    1991     7    15   1591.05
    1991     7    20   1651.79
    1991     7    25   1696.77
    1991     7    31   1730.77
    1991     8     5   1770.39
    1991     8    10   1836.16
    1991     8    15   1859.80
    1991     8    20   1830.39
    1991     8    25   1842.19
    1991     8    31   1856.96
    1991     9     5   1851.42
    1991     9    10   1878.82
    1991     9    15   1888.85
    1991     9    20   1900.67
    1991     9    25   1919.86
    1991     9    30   1927.10
    1991    10     5   1902.13
    1991    10    10   1908.77
    1991    10    15   1879.25
    1991    10    20   1831.40
    1991    10    25   1799.19
    1991    10    31   1760.58
    1991    11     5   1739.29
    1991    11    10   1710.58
    1991    11    15   1651.40
    1991    11    20   1568.70
    1991    11    25   1495.84
    1991    11    30   1416.60
    1991    12     5   1330.12
    1991    12    10   1220.29
    1991    12    15   1117.92
    1991    12    20    973.19
    1991    12    25    929.11
    1991    12    31    720.26
    1992     1     5    640.44
    1992     1    10    562.96
    1992     1    15    496.19
    1992     1    20    456.29
    1992     1    25    415.53
    1992     1    31    378.22
    1992     2     5    346.47
    1992     2    10    328.44
    1992     2    15    305.83
    1992     2    20    283.14
    1992     2    25    285.90
    1992     2    28    290.22
    1992     3     5    317.48
    1992     3    10    351.10
    1992     3    15    390.73
    1992     3    20    423.85
    1992     3    25    477.26
    1992     3    31    531.72
    1992     4     5    605.43
    1992     4    10    661.41
    1992     4    15    718.14
    1992     4    20    760.01
    1992     4    25    820.13
    1992     4    30    876.40
    1992     5     5    924.53
    1992     5    10    966.09
    1992     5    15   1030.99
    1992     5    20   1087.37
    1992     5    25   1124.83
    1992     5    31   1177.97
    1992     6     5   1211.61
    1992     6    10   1271.73
    1992     6    15   1327.77
    1992     6    20   1386.62
    1992     6    25   1433.25
    1992     6    30   1498.82
    1992     7     5   1540.51
    1992     7    10   1607.97
    1992     7    15   1652.10
    1992     7    20   1690.15
    1992     7    25   1723.36
    1992     7    31   1761.96
    1992     8     5   1798.51
    1992     8    10   1827.99
    1992     8    15   1846.27
    1992     8    20   1856.07
    1992     8    25   1870.94
    1992     8    31   1863.62
    1992     9     5   1878.51
    1992     9    10   1907.31
    1992     9    15   1896.06
    1992     9    20   1851.30
    1992     9    25   1870.16
    1992     9    30   1865.95
    1992    10     5   1876.20
    1992    10    10   1879.77
    1992    10    15   1887.33
    1992    10    20   1853.63
    1992    10    25   1827.24
    1992    10    31   1791.43
    1992    11     5   1764.84
    1992    11    10   1726.33
    1992    11    15   1686.67
    1992    11    20   1626.50
    1992    11    25   1556.31
    1992    11    30   1464.29
    1992    12     5   1382.14
    1992    12    10   1279.90
    1992    12    15   1146.71
    1992    12    20   1013.92
    1992    12    25    878.58
    1992    12    31    715.07
    1993     1     5    625.91
    1993     1    10    555.71
    1993     1    15    499.32
    1993     1    20    441.83
    1993     1    25    395.38
    1993     1    31    337.49
    1993     2     5    319.59
    1993     2    10    288.66
    1993     2    15    281.31
    1993     2    20    285.40
    1993     2    25    292.86
    1993     2    28    295.49
    1993     3     5    300.50
    1993     3    10    344.51
    1993     3    15    408.01
    1993     3    20    469.13
    1993     3    25    511.15
    1993     3    31    554.97
    1993     4     5    596.51
    1993     4    10    640.36
    1993     4    15    698.84
    1993     4    20    729.43
    1993     4    25    796.24
    1993     4    30    868.63
    1993     5     5    934.06
    1993     5    10    971.38
    1993     5    15   1038.27
    1993     5    20   1086.46
    1993     5    25   1144.86
    1993     5    31   1205.26
    1993     6     5   1268.45
    1993     6    10   1322.83
    1993     6    15   1349.80
    1993     6    20   1402.47
    1993     6    25   1445.70
    1993     6    30   1520.77
    1993     7     5   1555.26
    1993     7    10   1609.97
    1993     7    15   1643.17
    1993     7    20   1676.96
    1993     7    25   1714.13
    1993     7    31   1741.83
    1993     8     5   1737.16
    1993     8    10   1778.14
    1993     8    15   1807.52
    1993     8    20   1840.68
    1993     8    25   1856.30
    1993     8    31   1908.65
    1993     9     5   1913.94
    1993     9    10   1898.22
    1993     9    15   1930.04
    1993     9    20   1928.65
    1993     9    25   1906.73
    1993     9    30   1918.17
    1993    10     5   1907.47
    1993    10    10   1910.05
    1993    10    15   1881.91
    1993    10    20   1858.19
    1993    10    25   1823.85
    1993    10    31   1807.08
    1993    11     5   1791.45
    1993    11    10   1742.46
    1993    11    15   1693.43
    1993    11    20   1631.86
    1993    11    25   1556.15
    1993    11    30   1465.98
    1993    12     5   1348.75
    1993    12    10   1224.65
    1993    12    15   1103.41
    1993    12    20    940.40
    1993    12    25    809.49
    1993    12    31    734.13
    1994     1     5    659.61
    1994     1    10    607.87
    1994     1    15    545.74
    1994     1    20    485.90
    1994     1    25    439.93
    1994     1    31    401.09
    1994     2     5    370.86
    1994     2    10    356.79
    1994     2    15    346.28
    1994     2    20    350.86
    1994     2    25    354.17
    1994     2    28    374.66
    1994     3     5    402.95
    1994     3    10    432.15
    1994     3    15    478.61
    1994     3    20    525.93
    1994     3    25    568.14
    1994     3    31    625.44
    1994     4     5    654.79
    1994     4    10    696.85
    1994     4    15    751.43
    1994     4    20    803.73
    1994     4    25    841.20
    1994     4    30    896.72
    1994     5     5    954.10
    1994     5    10   1016.64
    1994     5    15   1074.61
    1994     5    20   1144.52
    1994     5    25   1171.65
    1994     5    31   1247.76
    1994     6     5   1293.34
