    Year   Month  Day   Area
    2011     4    25   1380.72
    2011     4    30   1360.78
    2011     5     5   1332.03
    2011     5    10   1298.14
    2011     5    15   1263.02
    2011     5    20   1248.92
    2011     5    25   1204.75
    2011     5    31   1163.06
    2011     6     5   1151.22
    2011     6    10   1115.17
    2011     6    15   1056.79
    2011     6    20   1021.75
    2011     6    25    982.58
    2011     6    30    939.00
    2011     7     5    884.29
    2011     7    10    810.10
    2011     7    15    745.48
    2011     7    20    705.86
    2011     7    25    674.40
    2011     7    31    647.84
    2011     8     5    612.32
    2011     8    10    575.33
    2011     8    15    541.29
    2011     8    20    513.89
    2011     8    25    478.69
    2011     8    31    458.21
    2011     9     5    446.45
    2011     9    10    445.69
    2011     9    15    463.80
    2011     9    20    466.63
    2011     9    25    480.66
    2011     9    30    509.55
    2011    10     5    542.91
    2011    10    10    602.95
    2011    10    15    641.95
    2011    10    20    688.05
    2011    10    25    799.69
    2011    10    31    878.92
    2011    11     5    918.17
    2011    11    10    933.48
    2011    11    15    982.96
    2011    11    20   1027.12
    2011    11    25   1073.22
    2011    11    30   1121.51
    2011    12     5   1163.58
    2011    12    10   1204.55
    2011    12    15   1245.51
    2011    12    20   1269.82
    2011    12    25   1302.57
    2011    12    31   1351.36
    2012     1     5   1347.79
    2012     1    10   1393.58
    2012     1    15   1391.37
    2012     1    20   1392.88
    2012     1    25   1424.10
    2012     1    31   1434.95
    2012     2     5   1436.84
    2012     2    10   1461.18
    2012     2    15   1491.84
    2012     2    20   1486.29
    2012     2    25   1506.47
    2012     2    28   1519.26
    2012     3     5   1548.40
    2012     3    10   1538.30
    2012     3    15   1542.13
    2012     3    20   1538.05
    2012     3    25   1525.17
    2012     3    31   1526.49
    2012     4     5   1493.51
    2012     4    10   1487.27
    2012     4    15   1479.79
    2012     4    20   1467.92
    2012     4    25   1407.05
    2012     4    30   1380.33
    2012     5     5   1340.43
    2012     5    10   1333.52
    2012     5    15   1298.30
    2012     5    20   1268.90
    2012     5    25   1238.34
    2012     5    31   1198.22
    2012     6     5   1179.87
    2012     6    10   1100.59
    2012     6    15   1040.51
    2012     6    20   1006.38
    2012     6    25    967.34
    2012     6    30    911.81
    2012     7     5    869.89
    2012     7    10    803.64
    2012     7    15    761.59
    2012     7    20    718.19
    2012     7    25    691.60
    2012     7    31    619.37
    2012     8     5    568.77
    2012     8    10    507.99
    2012     8    15    464.22
    2012     8    20    417.99
    2012     8    25    378.12
    2012     8    31    356.98
    2012     9     5    351.18
    2012     9    10    341.93
    2012     9    15    335.80
    2012     9    20    360.24
    2012     9    25    370.12
    2012     9    30    400.62
    2012    10     5    436.57
    2012    10    10    498.94
    2012    10    15    589.27
    2012    10    20    680.18
    2012    10    25    747.60
    2012    10    31    804.92
    2012    11     5    860.78
    2012    11    10    892.32
    2012    11    15    938.44
    2012    11    20    999.12
    2012    11    25   1048.14
    2012    11    30   1097.04
    2012    12     5   1144.72
    2012    12    10   1182.29
    2012    12    15   1206.82
    2012    12    20   1242.16
    2012    12    25   1289.47
    2012    12    31   1314.56
    2013     1     5   1323.77
    2013     1    10   1364.30
    2013     1    15   1394.16
    2013     1    20   1414.17
    2013     1    25   1449.70
    2013     1    31   1427.77
    2013     2     5   1456.76
    2013     2    10   1477.65
    2013     2    15   1499.88
    2013     2    20   1494.35
    2013     2    25   1521.40
    2013     2    28   1526.48
    2013     3     5   1511.75
    2013     3    10   1520.86
    2013     3    15   1524.11
    2013     3    20   1511.30
    2013     3    25   1503.25
    2013     3    31   1497.43
    2013     4     5   1475.02
    2013     4    10   1473.01
    2013     4    15   1436.66
    2013     4    20   1401.12
    2013     4    25   1364.01
    2013     4    30   1362.05
    2013     5     5   1345.92
    2013     5    10   1327.75
    2013     5    15   1306.36
    2013     5    20   1277.16
    2013     5    25   1253.39
    2013     5    31   1211.33
    2013     6     5   1196.84
    2013     6    10   1162.20
    2013     6    15   1134.89
    2013     6    20   1109.40
    2013     6    25   1062.39
    2013     6    30    994.52
    2013     7     5    921.32
    2013     7    10    861.90
    2013     7    15    800.36
    2013     7    20    752.36
    2013     7    25    720.93
    2013     7    31    695.41
    2013     8     5    657.18
    2013     8    10    628.73
    2013     8    15    593.91
    2013     8    20    573.86
    2013     8    25    558.58
    2013     8    31    530.88
    2013     9     5    518.80
    2013     9    10    512.96
    2013     9    15    511.82
    2013     9    20    520.96
    2013     9    25    544.66
    2013     9    30    580.26
    2013    10     5    639.44
    2013    10    10    691.01
    2013    10    15    753.10
    2013    10    20    807.77
    2013    10    25    861.34
    2013    10    31    918.75
    2013    11     5    946.01
    2013    11    10    961.67
    2013    11    15    992.85
    2013    11    20   1035.34
    2013    11    25   1068.01
    2013    11    30   1144.70
    2013    12     5   1173.29
    2013    12    10   1191.69
    2013    12    15   1232.45
    2013    12    20   1233.08
    2013    12    25   1265.33
    2013    12    31   1298.75
    2014     1     5   1329.01
    2014     1    10   1356.62
    2014     1    15   1376.87
    2014     1    20   1405.87
    2014     1    25   1435.48
    2014     1    31   1440.92
    2014     2     5   1446.15
    2014     2    10   1448.14
    2014     2    15   1453.71
    2014     2    20   1483.57
    2014     2    25   1478.08
    2014     2    28   1483.86
    2014     3     5   1501.89
    2014     3    10   1482.48
    2014     3    15   1509.05
    2014     3    20   1515.27
    2014     3    25   1487.29
    2014     3    31   1458.06
    2014     4     5   1454.45
    2014     4    10   1439.61
    2014     4    15   1396.57
    2014     4    20   1389.99
    2014     4    25   1367.18
    2014     4    30   1344.26
    2014     5     5   1316.02
    2014     5    10   1288.19
    2014     5    15   1258.83
    2014     5    20   1235.11
    2014     5    25   1228.64
    2014     5    31   1183.10
    2014     6     5   1170.65
    2014     6    10   1146.75
    2014     6    15   1101.63
    2014     6    20   1057.30
    2014     6    25   1008.46
    2014     6    30    934.71
    2014     7     5    884.99
    2014     7    10    840.92
    2014     7    15    801.58
    2014     7    20    772.87
    2014     7    25    743.91
    2014     7    31    699.65
    2014     8     5    663.96
    2014     8    10    632.02
    2014     8    15    597.95
    2014     8    20    568.04
    2014     8    25    549.76
    2014     8    31    544.73
    2014     9     5    525.99
    2014     9    10    523.43
    2014     9    15    516.59
    2014     9    20    531.16
    2014     9    25    552.28
    2014     9    30    572.58
    2014    10     5    607.38
    2014    10    10    655.89
    2014    10    15    714.55
    2014    10    20    798.45
    2014    10    25    860.45
    2014    10    31    922.03
    2014    11     5    963.66
    2014    11    10    971.97
    2014    11    15   1017.21
    2014    11    20   1046.51
    2014    11    25   1082.06
    2014    11    30   1131.34
    2014    12     5   1179.83
    2014    12    10   1217.15
    2014    12    15   1241.05
    2014    12    20   1276.86
    2014    12    25   1305.46
    2014    12    31   1314.97
    2015     1     5   1322.02
    2015     1    10   1330.97
    2015     1    15   1374.07
    2015     1    20   1394.41
    2015     1    25   1408.14
    2015     1    31   1420.16
    2015     2     5   1436.99
    2015     2    10   1457.83
    2015     2    15   1457.57
    2015     2    20   1448.21
    2015     2    25   1463.59
    2015     2    28   1455.82
    2015     3     5   1443.31
    2015     3    10   1433.91
    2015     3    15   1450.35
    2015     3    20   1446.45
    2015     3    25   1454.38
    2015     3    31   1432.52
    2015     4     5   1418.77
    2015     4    10   1411.28
    2015     4    15   1394.82
    2015     4    20   1395.75
    2015     4    25   1357.39
    2015     4    30   1327.26
    2015     5     5   1295.58
    2015     5    10   1269.36
    2015     5    15   1248.01
    2015     5    20   1205.49
    2015     5    25   1179.88
    2015     5    31   1154.35
    2015     6     5   1128.91
    2015     6    10   1107.45
    2015     6    15   1080.12
    2015     6    20   1051.77
    2015     6    25   1028.28
    2015     6    30    988.46
    2015     7     5    958.28
    2015     7    10    895.15
    2015     7    15    845.38
    2015     7    20    779.53
    2015     7    25    724.96
    2015     7    31    675.26
    2015     8     5    645.32
    2015     8    10    597.56
    2015     8    15    575.79
    2015     8    20    551.04
    2015     8    25    502.58
    2015     8    31    460.37
    2015     9     5    454.14
    2015     9    10    460.36
    2015     9    15    458.24
    2015     9    20    481.21
    2015     9    25    507.67
    2015     9    30    530.13
    2015    10     5    584.88
    2015    10    10    645.24
    2015    10    15    708.24
    2015    10    20    784.53
    2015    10    25    842.46
    2015    10    31    893.35
    2015    11     5    931.76
    2015    11    10    988.83
    2015    11    15   1003.72
    2015    11    20   1012.13
    2015    11    25   1067.71
    2015    11    30   1112.57
    2015    12     5   1145.71
    2015    12    10   1180.99
    2015    12    15   1233.85
    2015    12    20   1251.15
    2015    12    25   1272.40
    2015    12    31   1307.83
    2016     1     5   1307.18
    2016     1    10   1350.18
    2016     1    15   1368.53
    2016     1    20   1376.48
    2016     1    25   1395.12
    2016     1    31   1406.54
    2016     2     5   1424.70
    2016     2    10   1425.84
    2016     2    15   1441.40
    2016     2    20   1431.72
    2016     2    25   1452.74
    2016     2    28   1471.38
    2016     3     5   1454.20
    2016     3    10   1461.04
    2016     3    15   1461.12
    2016     3    20   1466.68
    2016     3    25   1458.64
    2016     3    31   1414.42
    2016     4     5   1407.72
    2016     4    10   1378.51
    2016     4    15   1379.97
    2016     4    20   1352.53
    2016     4    25   1322.51
    2016     4    30   1290.55
    2016     5     5   1264.74
    2016     5    10   1213.24
    2016     5    15   1174.85
    2016     5    20   1147.49
    2016     5    25   1115.91
    2016     5    31   1093.25
    2016     6     5   1090.45
    2016     6    10   1067.59
    2016     6    15   1040.95
    2016     6    20   1003.18
    2016     6    25    959.13
    2016     6    30    924.58
    2016     7     5    877.55
    2016     7    10    837.29
    2016     7    15    785.51
    2016     7    20    752.52
    2016     7    25    714.08
    2016     7    31    661.49
    2016     8     5    610.99
    2016     8    10    572.71
    2016     8    15    543.78
    2016     8    20    514.22
    2016     8    25    474.10
    2016     8    31    430.32
    2016     9     5    411.40
    2016     9    10    428.91
    2016     9    15    441.98
    2016     9    20    457.14
    2016     9    25    503.18
    2016     9    30    519.76
    2016    10     5    544.21
    2016    10    10    553.42
    2016    10    15    596.98
    2016    10    20    657.88
    2016    10    25    706.77
    2016    10    31    736.66
    2016    11     5    808.72
    2016    11    10    860.87
    2016    11    15    892.74
    2016    11    20    886.07
    2016    11    25    959.71
    2016    11    30   1019.43
    2016    12     5   1058.28
    2016    12    10   1132.80
    2016    12    15   1176.16
    2016    12    20   1213.18
    2016    12    25   1220.00
    2016    12    31   1269.33
